id,item_number,name,price,listPrice,product_pic,product_description,deliveryStatus,availability,review_count,review_ratings,categoryPath
1979507!item.en-US,1979507,"Northern Fish Smoked Salmon Variety Pack (10/4 Oz. Per Fillet), 2.5 lbs. Total",89.99,89.99,"https://bfasset.costco-static.com/U447IH35/as/shrjbjbm6s3c4r5gc5th6q5/1979507-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Northern Fish Smoked Salmon Variety Pack (10/4 Oz. Per Fillet), 2.5 lbs. Total",in stock,in stock,0,0.0,/grocery-household.html|/meat.html|/whats-new.html|/view-more.html|/seafood.html
1975671!item.en-US,1975671,"Uncle Myron's Holiday Popcorn Cones, Variety Pack, 48 Total Cones",39.99,49.99,"https://bfasset.costco-static.com/U447IH35/as/2sg3kqtvskth3sgvjrqwfs/1975671-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Uncle Myron's Holiday Popcorn Cones, Variety Pack, 48 Total Cones",in stock,in stock,0,0.0,/popcorn.html|/grocery-household.html|/snacks.html
1988211!item.en-US,1988211,"Egmont Honey Certified UMF 12+, MGO 355 Raw and Unpasteurized Manuka Honey, 17.6 oz, 2-pack",44.99,44.99,"https://bfasset.costco-static.com/U447IH35/as/nb7gbhnbktcnq7rq73h3pc94/1988211-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Egmont Honey Certified UMF 12+, MGO 355 Raw and Unpasteurized Manuka Honey, 17.6 oz, 2-pack",in stock,in stock,0,0.0,/grocery-household.html|/honey.html|/whats-new.html|/pantry.html|/view-more.html
1988378!item.en-US,1988378,"Artstyle Oval Paper Plate and Napkin Bundle, Spectacular Harvest, 200-count",29.99,29.99,"https://bfasset.costco-static.com/U447IH35/as/2bxz2cg8gh9ctmj6k4t75c/4000403381-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Artstyle Oval Paper Plate and Napkin Bundle, Spectacular Harvest, 200-count",in stock,in stock,0,0.0,/grocery-household.html|/disposable-dinnerware.html|/paper-products-food-storage.html
1934513!item.en-US,1934513,"Truffettes de France Original and Milk Truffles, 6 Pack, 42 Total oz.",34.99,34.99,"https://bfasset.costco-static.com/U447IH35/as/6fpx99w8nzffbthb9rs8vx69/1934513-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Truffettes de France Original and Milk Truffles, 6 Pack, 42 Total oz.",in stock,in stock,0,0.0,/grocery-household.html|/whats-new.html|/chocolates.html|/view-more.html|/candy.html
1966327!item.en-US,1966327,"Egmont Honey Certified UMF 25+, MGO 1200, Manuka Honey, 8.8 oz, Limited Release Gift Box",139.99,139.99,"https://bfasset.costco-static.com/U447IH35/as/5q3hpv6t7p925rjwkm966v/1966327-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Egmont Honey Certified UMF 25+, MGO 1200, Manuka Honey, 8.8 oz, Limited Release Gift Box",in stock,in stock,0,0.0,/grocery-household.html|/honey.html|/whats-new.html|/pantry.html|/view-more.html
2581!item.en-US,2581,"DaVinci Sugar Free Caramel Syrup, 25.4 oz",5.99,7.99,"https://bfasset.costco-static.com/U447IH35/as/jw4pzk5cj4m6kxs4xhks73/2581-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","DaVinci Sugar Free Caramel Syrup, 750 ml",in stock,in stock,0,0.0,/grocery-household.html|/pantry.html|/sugar-sweeteners.html
4861500!item.en-US,4861500,"Excedrin Extra Strength Pain Reliever Caplets, 3 Servings per Box, 6 Boxes",8.99,8.99,"https://bfasset.costco-static.com/U447IH35/as/378nffjnf8gmgkxwbggczgn/4861500-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Excedrin Extra Strength Pain Reliever Caplets, 3 Servings per Box, 6 Boxes",in stock,in stock,0,0.0,/grocery-household.html|/non-prescription-remedies.html|/grocery-health-beauty.html|/health-beauty.html|/all-costco-grocery.html|/pain-fever.html
2171!item.en-US,2171,"DaVinci Classic Syrup, Hazelnut, 25.4 oz",5.99,7.99,"https://bfasset.costco-static.com/U447IH35/as/q7b9x5bcnbtqph6rjznf7gqm/2171-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","DaVinci Classic Syrup, Hazelnut, 25.4 oz",in stock,in stock,0,0.0,/grocery-household.html|/pantry.html|/creamer-sweeteners.html|/sugar-sweeteners.html|/coffee-sweeteners.html
2173!item.en-US,2173,"DaVinci French Vanilla Syrup, 25.4 oz",5.99,7.99,"https://bfasset.costco-static.com/U447IH35/as/mtgqhchbn4hwjpbftnxvtcq/2173-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","DaVinci French Vanilla Syrup, 25.4 oz",in stock,in stock,0,0.0,/grocery-household.html|/pantry.html|/sugar-sweeteners.html
1994850!item.en-US,1994850,"HeatTrak Heated Snow and Ice Melting Mats, Walkway Kit",359.99,359.99,"https://bfasset.costco-static.com/U447IH35/as/7cs7q6589h5mk5fpnxq6vvbp/4000408149-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","HeatTrak Heated Snow & Ice Melting Mats, Walkway Kit",in stock,in stock,0,0.0,/gift-baskets.html|/home-and-decor.html|/grocery-household.html|/holiday-gifts.html|/rugs.html|/rugs-mats.html
1996576!item.en-US,1996576,"Jaindl Premium Ground Turkey 12 Pack - 1 lb each, 12 lbs. Total",99.99,99.99,"https://bfasset.costco-static.com/U447IH35/as/hjf86rpq58qc6th9gf49x/1996576-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Jaindl Premium Ground Turkey 12 Pack - 1 lb each, 12 lbs. Total",in stock,in stock,0,0.0,/grocery-household.html|/meat.html|/poultry.html|/turkey.html|/whats-new.html|/view-more.html
1975690!item.en-US,1975690,"Uncle Myron's Holiday Popcorn Cone 2 Pack - 12 Cones per Pack, 24 Total Cones",34.99,34.99,"https://bfasset.costco-static.com/U447IH35/as/vb4shh6s4xb82fkzh686mmkf/1975690-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Uncle Myron's Holiday Popcorn Cone 2 Pack - 12 Cones per Pack, 24 Total Cones",in stock,in stock,0,0.0,/popcorn.html|/grocery-household.html|/snacks.html
2006242!item.en-US,2006242,"Luxe Bites Sweet and Savory Thanksgiving Ready-to-Eat Charcuterie Board, 99.6 oz Total",199.99,199.99,"https://bfasset.costco-static.com/U447IH35/as/tpq5ht6mbgnnb77mfmwbprrt/2006242-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Luxe Bites Sweet and Savory Thanksgiving Ready-to-Eat Charcuterie Board, 99.6 oz Total",in stock,in stock,0,0.0,/grocery-household.html|/deli-meats.html|/whats-new.html|/view-more.html|/deli.html
1992030!item.en-US,1992030,"Prevail Original Cage Free Turkey Jerky, 10 - 2.25 oz. Packs",49.99,49.99,"https://bfasset.costco-static.com/U447IH35/as/nb2gx3f66jxwrn2npng4jt56/1992030-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Prevail Original Cage Free Turkey Jerky, 10 - 2.25 oz. Packs",in stock,in stock,0,0.0,/grocery-household.html|/snacks.html|/jerky.html
1983274!item.en-US,1983274,"Libman Coffee Machine Descaler and Cleaner, 16 fl oz, 2-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/at/r8b9mhs9tcpjgg8665825kr/4000400057-847__1.jpg?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Libman Coffee Machine Descaler and Cleaner, 16 fl oz, 2-count",in stock,in stock,0,0.0,/grocery-household.html|/cleaning-supplies.html|/household-cleaning.html
1985211!item.en-US,1985211,"Taylor Shellfish Fresh Live Mussels, 2-pack - 5 lbs Bags, 10 lbs. Total",129.99,129.99,"https://bfasset.costco-static.com/U447IH35/as/bkhg5wfrnmxjpgtht3shk6x/1985211-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Taylor Shellfish Fresh Live Mussels, 2-pack - 5 lbs Bags, 10 lbs. Total",in stock,in stock,0,0.0,/grocery-household.html|/meat.html|/whats-new.html|/view-more.html|/seafood.html
1996939!item.en-US,1996939,"Northern Wild Chef's Blend Cultivated Mushrooms, King Oyster, Maitake, French Horn, 3 lbs or 5 lbs",119.99,119.99,"https://bfasset.costco-static.com/U447IH35/as/c5hv8vf46c4nr5rkm685678p/1979537-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Northern Wild Chef's Blend Cultivated Mushrooms, King Oyster, Maitake, French Horn, 3 lbs or 5 lbs, 5lbs",in stock,in stock,0,0.0,/grocery-household.html|/fresh-vegetables.html|/produce.html
20555!item.en-US,20555,"DaVinci Gourmet Toasted Marshmallow Flavored Syrup, 25.4 oz",5.99,7.99,"https://bfasset.costco-static.com/U447IH35/as/hfm5w2gpwjm7b99xbmw4r4/20555-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","DaVinci Gourmet Toasted Marshmallow Flavored Syrup, 25.4 oz",in stock,in stock,0,0.0,/grocery-household.html|/creamer-sweeteners.html|/coffee-sweeteners.html
1957982!item.en-US,1957982,"Caffe Vita Novacella Decaf Ground Coffee, Medium- Dark Roast, 2 lb bag. 2-pack",59.99,59.99,"https://bfasset.costco-static.com/U447IH35/as/n8qn8gqhhtcr6z465vpqsf3p/1957982-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Caffe Vita Novacella Decaf Ground Coffee, Medium- Dark Roast, 2 lbs. 2-pack",in stock,in stock,0,0.0,/grocery-household.html|/coffee-sweeteners.html|/ground-coffee.html
1957984!item.en-US,1957984,"Caffe Vita Coffee Nor'Wester Blend Ground Coffee, Light- Medium Roast, 2 lb. bags, 2-pack",59.99,59.99,"https://bfasset.costco-static.com/U447IH35/as/whmnsfsn89ht73tr7qcjsfx/1957984-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Caffe Vita Coffee Nor'Wester Blend Ground Coffee, Light- Medium Roast, 2 lb. bags, 2-pack",in stock,in stock,0,0.0,/grocery-household.html|/coffee-sweeteners.html|/ground-coffee.html
1950013!item.en-US,1950013,"Sweet Penny Toffee and Cookies N' Creme Pretzel Assortment, 64 oz, 60-count",79.99,79.99,"https://bfasset.costco-static.com/U447IH35/as/s9kg9wxpg3k8mnhskskfqg4/1950013-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Sweet Penny Toffee and Cookies N' Creme Pretzel Assortment, 64 oz, 60-count",in stock,in stock,0,0.0,/gift-baskets.html|/grocery-household.html|/holiday-gifts.html|/all-gift-baskets-towers.html
1923778!item.en-US,1923778,"Comvita Certified 5+ (MGO 83+) Raw Manuka Honey Single Serve Packets, 0.35 oz, 36-count",36.99,36.99,"https://bfasset.costco-static.com/U447IH35/as/bf6b86xbk37zx3v5m7w74hw/1923778-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Comvita Certified 5+ (MGO 83+) Raw Manuka Honey Single Serve Packets, 0.35 oz, 36-count",in stock,in stock,0,0.0,/grocery-household.html|/honey.html|/pantry.html
1902544!item.en-US,1902544,"GoGo SqueeZ Yogurtz, Variety Pack, 3 oz, 24-count",17.49,17.49,"https://bfasset.costco-static.com/U447IH35/as/jg475h2428p4gh6ckb89ps5/4000330284-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","GoGo SqueeZ Yogurtz, Variety Pack, 3 oz, 24-count",in stock,in stock,0,0.0,/grocery-household.html|/snacks.html|/fruit-snacks-applesauce.html
1937418!item.en-US,1937418,"Spylt Caffeinated Protein Milk, Chocolate, 11 fl oz, 15-count",32.99,32.99,"https://bfasset.costco-static.com/U447IH35/as/3x88pvgfx8jrm7w5xpmb8s6/1937418__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Spylt Caffeinated Protein Milk, Chocolate, 11 fl oz, 15-count",in stock,in stock,0,0.0,/grocery-household.html|/grocery-health-beauty.html|/whats-new.html|/health-beauty.html|/view-more.html|/diet-nutrition.html|/all-costco-grocery.html|/protein.html
1911706!item.en-US,1911706,"Grandma's Mini Sandwiches Cookies, Vanilla Creme, 3.71 oz, 24-count",23.99,23.99,"https://bfasset.costco-static.com/U447IH35/as/wxhs9xg3rtxwn3g6wxtf8gg/4000337883-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Grandma's Mini Sandwiches Cookies, Vanilla Creme, 3.71 oz, 24-count",in stock,in stock,0,0.0,/grocery-household.html|/snacks.html|/cookies.html
1959865!item.en-US,1959865,"Dubble Bubble Gum, 380-count",11.49,11.49,"https://bfasset.costco-static.com/U447IH35/as/2bk6pv2ngghcgf58pjfbvhjn/4000379071-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Dubble Bubble Gum, 380-count",in stock,in stock,0,0.0,/grocery-household.html|/whats-new.html|/view-more.html|/candy.html|/gum-mints.html
1946232!item.en-US,1946232,"Spylt Caffeinated Protein Milk, Cookies & Cream, 11 fl oz, 15-count",32.99,32.99,"https://bfasset.costco-static.com/U447IH35/as/nh88jjhfq7v89vt67scmp/1946232__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Spylt Caffeinated Protein Milk, Cookies & Cream, 11 fl oz, 15-count",in stock,in stock,0,0.0,/grocery-household.html|/grocery-health-beauty.html|/whats-new.html|/health-beauty.html|/view-more.html|/diet-nutrition.html|/all-costco-grocery.html|/protein.html
1896033!item.en-US,1896033,"Mentos Pure Fresh Sugar Free Gum, Fresh Mint, 50 Pieces, 4-count",14.99,14.99,"https://bfasset.costco-static.com/U447IH35/as/rvcrm5ckwv85s9h6mn6tbjpf/4000329647-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Mentos Pure Fresh Sugar Free Gum, Fresh Mint, 50 Pieces, 4-count",in stock,in stock,0,0.0,/grocery-household.html|/candy.html|/gum-mints.html
1268515!item.en-US,1268515,"Vacaville Fruit Company, Dried Fruit & Nut Grand Pine Slatted Pine Tray, 80 oz.",59.99,59.99,"https://bfasset.costco-static.com/U447IH35/as/wgjtxwcmf9b49brrrn3fb3z/1268515-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Vacaville Fruit Company, Dried Fruit & Nut Grand Pine Slatted Pine Tray, 80 oz.",in stock,in stock,1937,4.767199993133545,/gift-baskets.html|/grocery-household.html|/fruit-gift-baskets-towers.html|/holiday-gifts.html|/all-gift-baskets-towers.html
125415!item.en-US,125415,"Tums Ultra Antacid, Assorted Berries, 12-count",11.99,11.99,"https://bfasset.costco-static.com/U447IH35/as/649r4s3tvwfvcpg3w54hrm/125415-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Tums Ultra Antacid, Assorted Berries, 12-count",in stock,in stock,42,4.642899990081787,/acid-relief.html|/grocery-household.html|/non-prescription-remedies.html|/grocery-health-beauty.html|/health-beauty.html|/all-costco-grocery.html
115423!item.en-US,115423,"Advil Liqui-Gels Ibuprofen Dispenser Box, 2 Capsules, 50-count",14.99,14.99,"https://bfasset.costco-static.com/U447IH35/as/hgr79p9rjpzghh56q9cqg/115423-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Advil Liqui-Gels Ibuprofen Dispenser Box, 2 Capsules, 50-count",in stock,in stock,56,4.464300155639648,/grocery-household.html|/non-prescription-remedies.html|/grocery-health-beauty.html|/health-beauty.html|/all-costco-grocery.html|/pain-fever.html
15181!item.en-US,15181,"DaVinci Classic Syrup, Coconut, 25.4 oz",5.99,7.99,"https://bfasset.costco-static.com/U447IH35/as/vz6frvjrcrg6fgcj4fq9n3b6/15181-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","DaVinci Classic Syrup, Coconut, 25.4 fl oz",in stock,in stock,4,5.0,/grocery-household.html|/pantry.html|/creamer-sweeteners.html|/sugar-sweeteners.html|/coffee-sweeteners.html
1773886!item.en-US,1773886,"Sugar Plum’s Fall Gift Box, Total 17.2 oz.",34.99,34.99,"https://bfasset.costco-static.com/U447IH35/as/vc9t48g8m93cngw3j3cpvpk6/1773886-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Sugar Plum’s Fall Gift Box, Total 17.2 oz.",in stock,in stock,43,4.627900123596191,/gift-baskets.html|/grocery-household.html|/seasonal.html|/chocolates.html|/candy.html|/holiday-gifts.html|/all-gift-baskets-towers.html|/seasonal-holiday-christmas.html|/holiday-gift-baskets.html
1505260!item.en-US,1505260,"Utah Truffle Milk Chocolate Mint Truffles 16 oz, 2-pack",34.99,34.99,"https://bfasset.costco-static.com/U447IH35/as/qptf9b4g76ghnqr7r799c7/1505260-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Utah Truffle Milk Chocolate Mint Truffles 16 oz, 2-pack",in stock,in stock,1043,4.872499942779541,/grocery-household.html|/chocolates.html|/candy.html
1605368!item.en-US,1605368,"Ottavio Avocado Oil, 2 L",28.99,28.99,"https://bfasset.costco-static.com/U447IH35/as/jshmt3hb2fsfhjk5qxwgxm3/1605368-inc__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Ottavio Avocado Oil, 2 L",in stock,in stock,2,3.0,/grocery-household.html|/oils-balsamic.html|/pantry.html
154895!item.en-US,154895,"Advil Ibuprofen, 200mg, 50 Packets of 2 Coated Tablets",11.99,11.99,"https://bfasset.costco-static.com/U447IH35/as/knh8kfrxmksg3v6kgj79mtwh/154895-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Advil Ibuprofen, 200mg, 50 Packets of 2 Coated Tablets",in stock,in stock,81,4.43209981918335,/grocery-household.html|/non-prescription-remedies.html|/grocery-health-beauty.html|/health-beauty.html|/all-costco-grocery.html|/pain-fever.html
1578895!item.en-US,1578895,"Band-Aid Adhesive Bandages, Assorted, 198-count",16.99,16.99,"https://bfasset.costco-static.com/U447IH35/as/9wwr5p87nw2k6k2qgrgf3fj4/1578895-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Band-Aid Adhesive Bandages, Assorted, 198-count",in stock,in stock,393,4.7505998611450195,/grocery-household.html|/grocery-health-beauty.html|/health-beauty.html|/home-health-care-first-aid.html|/all-costco-grocery.html|/home-health-care.html
1601543!item.en-US,1601543,"RED Delight Vegan Dark Chocolate Bars 30 - 14 Gr. Snack Size Bars Per Bag, 2-pack",36.99,36.99,"https://bfasset.costco-static.com/U447IH35/as/7fm33r5mcnfpjm4j99tmtm/1601543-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","RED Delight Vegan Dark Chocolate Bars 30 - 14 Gr. Snack Size Bars Per Bag, 2-pack",in stock,in stock,115,4.278299808502197,/grocery-household.html|/chocolates.html|/candy.html
1475917!item.en-US,1475917,Winter Traditions Gift Tower,34.99,34.99,"https://bfasset.costco-static.com/U447IH35/as/wn7z2w7z396frmm4bqvvg9tg/1475917-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350",Winter Traditions Gift Tower,in stock,in stock,423,4.295499801635742,/gift-baskets.html|/seasonal.html|/grocery-household.html|/holiday-gifts.html|/all-gift-baskets-towers.html|/seasonal-holiday-christmas.html|/holiday-gift-baskets.html
1997896!item.en-US,1997896,"Alaska Glacier Wild Alaska Chum Salmon Ikura (Roe), 4-pack, 2.2 lbs Total",129.99,129.99,"https://bfasset.costco-static.com/U447IH35/as/ts8jgsrx6xbmjrtbct9fjmc/1997896-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Alaska Glacier Wild Alaska Chum Salmon Ikura (Roe), 4-pack, 2.2 lbs Total",in stock,in stock,0,0.0,/grocery-household.html|/deli.html|/caviar.html
1449725!item.en-US,1449725,"NuTrail Nut Granola, Blueberry Cinnamon, 22 oz",16.49,16.49,"https://bfasset.costco-static.com/U447IH35/as/nbws3r2s9vmcn5pfqtmpkk6/100658787-847_1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","NuTrail Nut Granola, Blueberry Cinnamon, 22 oz",in stock,in stock,26,4.923099994659424,/grocery-household.html|/breakfast.html|/breakfast-cereal.html
1007333!item.en-US,1007333,"Ghirardelli Chocolate Snowman Assortment, 15 oz",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/966v78hj4x968256v35j4q9/1007333-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Ghirardelli Chocolate Snowman Assortment, 15 oz",in stock,in stock,69,4.797100067138672,/grocery-household.html|/chocolates.html|/candy.html
1368591!item.en-US,1368591,"always Ultra Thin Advanced Overnight Pads, 76-count",16.99,16.99,"https://bfasset.costco-static.com/U447IH35/as/tzn6prsk839fgw5f3vwhnfn/1368591-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","always Ultra Thin Advanced Overnight Pads, 76-count",in stock,in stock,678,4.550099849700928,/grocery-household.html|/grocery-health-beauty.html|/health-beauty.html|/feminine-hygiene.html|/all-costco-grocery.html|/personal-care.html
1376847!item.en-US,1376847,"Sanders Milk Chocolate Sea Salt Caramels 36 oz., 2-pack",29.99,39.99,"https://bfasset.costco-static.com/U447IH35/at/sm9c25wz6w46gztshj3trcb3/1376847-847__1.jpg&width=350&height=350&fit=bounds&canvas=350,350","Sanders Milk Chocolate Sea Salt Caramels 36 oz., 2-pack",in stock,in stock,3366,4.628900051116943,/grocery-household.html|/chocolates.html|/candy.html
1763972!item.en-US,1763972,"Collin Street Bakery’s Medium Sprinkle-Top DeLuxe Fruitcake, 2-pack",59.99,79.99,"https://bfasset.costco-static.com/U447IH35/as/nr3bwg36pbjh4qq2vmc9jjj/1763972-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350",Collin Street Bakery’s Two Medium Sprinkle-Top DeLuxe Fruitcake Bundle,in stock,in stock,1290,4.503900051116943,/gift-baskets.html|/grocery-household.html|/holiday-gifts.html|/all-gift-baskets-towers.html
1757972!item.en-US,1757972,"Mrs. Prindables Festive Holiday Caramel Apple Gift Set, 4.5 lbs Total",64.99,64.99,"https://bfasset.costco-static.com/U447IH35/as/67kj7sfrv6xc9prn4nckk6bz/1757972-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Mrs. Prindables Festive Holiday Caramel Apple Gift Set, 4.5 lbs Total",in stock,in stock,171,4.192999839782715,/gift-baskets.html|/grocery-household.html|/holiday-gifts.html
1489780!item.en-US,1489780,Jaindl Organic Grand Champion Whole Frozen Turkey 10-12 lbs. Total,119.99,119.99,"https://bfasset.costco-static.com/U447IH35/as/rpkkxtbhfmg275qj833qk/1489780-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350",Jaindl Organic Grand Champion Whole Frozen Turkey 10-12 lbs. Total,in stock,in stock,61,4.0,/grocery-household.html|/meat.html|/poultry.html|/turkey.html
1720637!item.en-US,1720637,"Kit Kat Big Kat, King Size, 3.0 oz, 16-count",39.99,39.99,"https://bfasset.costco-static.com/U447IH35/as/2pb4nhv9thhfwjtqct29hbgb/1720637-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Kit Kat Big Kat, King Size, 3.0 oz, 16-count",in stock,in stock,9,4.2221999168396,/grocery-household.html|/candy.html
1837736!item.en-US,1837736,"FIJI Natural Artesian Water, 11.15 fl oz, 24-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/6jtq9q68qbgxz3r8jcjq2h/4000273226-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","FIJI Natural Artesian Water, 11.15 fl oz, 24-count",in stock,in stock,13,4.846199989318848,/beverages.html|/grocery-household.html|/bottled-water.html
1855191!item.en-US,1855191,"Mr. Yoshida's Marinade & Cooking Sauce, Original Gourmet, 86 oz",10.49,10.49,"https://bfasset.costco-static.com/U447IH35/as/p6rt333qrgvvz2xhxp8c5h/4000289305-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Mr. Yoshida's Marinade & Cooking Sauce, Original Gourmet, 86 oz",in stock,in stock,40,4.775000095367432,/grocery-household.html|/pantry.html|/condiments-sauces.html
1842854!item.en-US,1842854,"Tampax Pearl Advanced Duopack, 87-count",16.99,16.99,"https://bfasset.costco-static.com/U447IH35/as/54f4bvhwwrgs5jpsrv8n8hp/4000298430-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Tampax Pearl Advanced Duopack, 87-count",in stock,in stock,31,2.064500093460083,/grocery-household.html|/grocery-health-beauty.html|/health-beauty.html|/feminine-hygiene.html|/all-costco-grocery.html|/personal-care.html
356172!item.en-US,356172,"Starburst FaveREDs Chewy Candy, Full Size, 2.07 oz, 24-count",32.99,32.99,"https://bfasset.costco-static.com/U447IH35/as/kz4xnpvjrcqjwnwvpf889/356172-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Starburst Chewy Candy, FaveREDs, 2.07 oz, 24 count",in stock,in stock,6,5.0,/grocery-household.html|/candy.html|/hard-gummy-candy.html
3171822!item.en-US,3171822,"Alka-Seltzer Plus Severe Cold & Flu Powerfast Fizz, Citrus, 72-count",19.99,19.99,"https://bfasset.costco-static.com/U447IH35/as/qcbq5kxqxf7fgb4p3b8gcxj/100794295-847_1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Alka-Seltzer Plus Severe Cold & Flu Powerfast Fizz, Citrus, 72-count",in stock,in stock,232,4.806000232696533,/grocery-household.html|/non-prescription-remedies.html|/cough-cold.html|/grocery-health-beauty.html|/health-beauty.html|/all-costco-grocery.html
51447!item.en-US,51447,"Alka-Seltzer Original, 2 Effervescent Tablets, 58 Pouches",12.49,12.49,"https://bfasset.costco-static.com/U447IH35/as/c39242b5znspb4n7zr7fw9k/51447-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Alka-Seltzer Original, 2 Effervescent Tablets, 58 Pouches",in stock,in stock,403,4.684899806976318,/acid-relief.html|/non-prescription-remedies.html|/grocery-household.html|/grocery-health-beauty.html|/health-beauty.html|/pain-fever.html|/all-costco-grocery.html
1582259!item.en-US,1582259,"Organic Brown Sugar, 7.5 lbs",10.69,10.69,"https://bfasset.costco-static.com/U447IH35/as/x8crk5tp6cxxwxkbj642tqp/1582259-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Organic Brown Sugar, 7.5 lbs",in stock,in stock,2,4.0,/grocery-household.html|/pantry.html|/sugar-sweeteners.html
1940356!item.en-US,1940356,"Classic Cake Tiramisu Sizzle-cut Cake, 8 Total Pieces, 3.75 oz. per slice, 1.875 lbs. Total",54.99,54.99,"https://bfasset.costco-static.com/U447IH35/as/49xktb4bjxsktwwvb9bb5k6/1940356-847__1?auto=webp&format=jpg&width=350&height=350&fit=bounds&canvas=350,350","Classic Cake Tiramisu Sizzle-cut Cake, 8 Total Pieces, 3.75 oz. per slice, 1.875 lbs. Total",in stock,in stock,2,5.0,/grocery-household.html|/cakes-cookies.html
